"Abelmoschus esculentus","Lady's fingers","1"
"Hydrangea arborescens","Wild hydrangea","1,3"
"Hydrangea spp","Hydrangea","4"
"Hydrastis canadensis","Golden seal","4"
"Hydrastis canadensis","Indian dye","4"
"Hydrastis canadensis","Indian paint","4"
"Hydrastis canadensis","Orange root","4"
"Hydrocotyle spp","Gotu kola","1,4"
"Hydrocotyle spp","Pennywort","1,4"
"Hymenocallis americana","Basket lily","3"
"Hymenocallis americana","Peruvian lily","3"
"Hymenocallis americana","Spider flower","3"
"Hymenocallis americana","Spider lily","3"
"Hyoscyamus niger","Black henbane","4"
"Hyoscyamus niger","Nightshade, stinking","4"
"Hyoscyamus niger","Poison tobacco","4"
"Hyoscyamus spp","Henbane","4"
"Hypericum perforatum","Hypericum","1,3"
"Hypericum perforatum","Klamath weed","1,3"
"Hypericum perforatum","St. John's wort","1,3"
"Ilex paraguariensis","Mate","3"
"Ilex paraguariensis","Paraguay tea","3"
"Ilex spp","English holly","3"
"Ilex spp","Holly (berry)","3"
"Ilex spp","Oregon holly","3"
"Ilex spp","Winterberry","3"
"Ipomoea alba","Moonflower","1"
"Ipomoea muricata","Moonflower, purple","4"
"Ipomoea spp","Heavenly blue","4"
"Ipomoea spp","Morning glory (seeds)","4"
"Ipomoea spp","Pearly gates","4"
"Ipomoea tricolor","Flying saucers","4"
"Ipomoea x multifida","Hearts and honey vine","4"
"Iris germanica","Fleur-de-lis","1,3"
"Iris spp","Flag","1,3"
"Iris spp","Iris","1,3"
"Iris spp","Snake lily","1,3"
"Iris spuria","Butterfly iris","1,3"
"Iris versicolor","Flag lily","1,3"
"Iris versicolor","Poison flag","1,3"
"Jasminum officinale","Jasmine, poet's","1"
"Jasminum officinale","Jessamine, poet's","1"
"Jatropha manihot","Cassava","4"
"Jatropha molucanna","Candleberry tree","1,3"
"Jatropha molucanna","Candlenut oil tree","1,3"
"Jatropha multifida","Coral plant","4"
"Juglans cinerea","Butternut","1"
"Juglans nigra","Walnut, black","1"
"Juglans regia","Walnut, English","1"
"Juniperus spp","Juniper","1,3"
"Juniperus virginia","Cedar","1,3"
"Kalanchoe daigremontiana","Devil's backbone","4"
"Kalmia angustifolia","Laurel","4"
"Kalmia latifolia","Ivy bush","4"
"Kalmia latifolia","Mountain ivy","4"
"Kalmia latifolia","Mountain laurel","4"
"Kalmia latifolia","Spoonwood","4"
"Karwinski humboltiana","Buckthorn","4"
"Kochia scoparia","Fireball or Firebush","1, 2a, 2b"
"Kochia scoparia","Burning bush","1, 2a, 2b"
"Kochia scoparia","Mexican fireweed","1, 2a, 2b"
"Laburnum spp","Bean tree","4"
"Laburnum spp","Laburnum","4"
"Lantana camara","Lantana","4"
"Laportea canadensis","Nettle","1"
"Larrea tridentate","Chapparal leaf","4"
"Larrea tridentate","Creosote bush","4"
"Lathyrus incanus","Wild sweet pea","4"
"Lathyrus japonicus","Pea, seaside","4"
"Lathyrus odoratus","Sweet pea","4"
"Lathyrus sativus","Pea, grass","4"
"Lathyrus spp","Pea, everlasting","4"
"Lathyrus spp","Singletary pea","4"
"Lathyrus spp","Wild pea","4"
"Laurentia longiflora","Star-of-Bethlehem","4"
"Laurocerasus caroliniana","Mock orange","4"
"Laurocerasus caroliniana","Southern mock orange","4"
"Laurocerasus caroliniana","Wild orange","4"
"Laurocerasus officinalis","Cherry laurel","4"
"Laurocerasus officinalis","English laurel","4"
"Leucaena leucocephala","Acacia palida","4"
"Leucojum vernum","Snowflake","3"
"Ligustrum californicum","Privet, California","3"
"Ligustrum ovalifolium","Privet, California","3"
"Ligustrum vulgare","Privet","3"
"Linium spp","Flax","4"
"Linium spp","Linseed","4"
"Lobelia inflata","Tobacco, wild","1,4"
"Lobelia cardinalis","Cardinal flower","1,4"
"Lobelia cardinalis","Indian pink","1,4"
"Lobelia inflata","Asthma weed","1,4"
"Lobelia inflata","Indian tobacco","1,4"
"Lobelia inflata","Wild tobacco","1,4"
"Lobelia spp","Lobelia","1,4"
"Lobelia tupa","Devil's tobacco","4"
"Lophophora williamsii","Mescal","4"
"Lophophora williamsii","Mescal button","4"
"Lophophora williamsii","Moon","4"
"Lophophora williamsii","Peyote","4"
Lupinus spp"","lue bonnet","4"
"Lupinus spp","Lupine","4"
"Lycium halimifolium","Box thorn","4"
"Lycium halimifolium","Matrimony vine","4"
"Lycopersicon lycopersicum","Cherry tomato (green parts)","4"
"Lycopersicon lycopersicum","Love apple (green parts)","4"
"Lycopersicon lycopersicum","Tomato (green parts)","4"
"Malus baccata","Crabapple (chewed seeds)","4"
"Malus floribunda","Ornamental crabapple (chewed seeds)","4"
"Malus fusca","Oregon crabapple (chewed seeds)","4"
"Malus ioensis","Crabapple, flowering","4"
"Malus ioensis","Flowering crabapple (chewed seeds)","4"
"Malus ioensis","Wild crabapple (chewed seeds)","4"
"Malus pumila","Wild apple (chewed seeds)","4"
"Malus spp","Apple (chewed seeds)","4"
"Melaleuca quinquenervia","Tea tree","1"
"Melaleuca spp","Paperbark tree","1"
"Melia azedarach","Chinaberry","4"
"Melia azedarach","Japanese bead tree","4"
"Melia azedarach","Paradise tree","4"
"Melia azedarach","Persian lilac","4"
"Melia azedarach","Pride of China","4"
"Melia azedarach","Pride of India","4"
"Melia azedarach","Texas umbrella tree","4"
"Melilotus alba","Clover, sweet white","4"
"Melilotus officinalis","Clover, sweet yellow","4"
"Menispermum spp","Moonseed","1,4"
"Mentha pulegium","Pennyroyal","4"
"Merremia tuberosa","Wood rose (seeds)","4"
"Merremia tuberosa","Wood rose, Hawaiian (seeds)","4"
"Merremia tuberose","Hawaiian woodrose","4"
"Mirabilis jalapa","Four o'clock (seeds)","1,3"
"Momordica balsamina","Apple, balsam","3"
"Monstera deliciosa","Breadfruit vine","2a"
"Monstera deliciosa","Fruit salad plant","2a"
"Monstera deliciosa","Mexican breadfruit","2a"
"Monstera deliciosa","Split leaf philodendron","2a"
"Monstera deliciosa","Swiss cheese plant","2a"
"Myrica cerifera","Candleberry","1"
"Myrica cerifera","Waxberry","1"
"Myristica fragrans","Mace","4"
"Myristica fragrans","Nutmeg","4"
"Narcissus spp","Daffodil (bulb)","1,3"
"Narcissus spp","Narcissus","1,3"
"Narcissus tazetta","Paper white narcissus","1,3"
"Narcissus triandrus","Angel's tears","1,3"
"Nepeta cataria","Catnip","3"
"Nepeta hederacea","Creeping charlie","3"
"Nerine bowdenii","Agapanthus, pink","3"
"Nerium oleander","Oleander","4"
"Nerium oleander","Rose-bay","4"
"Nicotiana attenuata","Tobacco, wild","4"
"Nicotiana attenuata","Wild tobacco","4"
"Nicotiana glauca","Mustard tree","4"
"Nicotiana glauca","Tobacco, tree","4"
"Nicotiana longiflora","Ornamental nicotiana","4"
"Nicotiana spp","Nicotiana","4"
"Nicotiana spp","Tobacco","4"
"Nicotiana tabacum","Cultivated tobacco","4"
"Nicotiana tabacum","Tobacco, cultivated","4"
"Nigella damascena","Love-in-a-mist","3"
"Nigella damascena","Wild fennel","3"
"Nigella sativa","Nutmeg flower","3"
"Oenantha crocata","Dead man fingers","4"
"Ornithogalum caudatum","Healing onion","1,4"
"Ornithogalum caudatum","Pregnant onion","1,4"
"Ornithogalum caudatum","Sea onion, false","1,4"
"Ornithogalum spp","Star-of-Bethlehem","4"
"Ornithogalum thyrsoides","Wonderflower","4"
"Osmunda cinnamonea","Buckhorn","3"
"Osmunda cinnamonea","Fiddleheads","3"
"Oxalis acetosella","Irish shamrock","2b"
"Oxalis deppei","Good luckleaf or plant","2b"
"Oxalis spp","Fire fern","2b"
"Oxalis spp","Lady's sorrel","2b"
"Oxalis spp","Oxalis","2b"
"Oxalis spp","Sorrel","2b"
"Oxalis spp","Shamrock","2b"
"Oxytropis lambertii","Locoweed, purple","4"
"Oxytropis lambertii","Locoweed, stemless","4"
"Oxytropis lambertii","Locoweed, white","4"
"Paeonia officinalis","Peony","1,4"
"Paeonia suffruticosa","Peony, tree","1,4"
"Panax pseudoginseng","Ginseng","4"
"Panax quinquefolia","Redberry","4"
"Papaver orientale","Oriental poppy","3"
"Papaver orientale","Poppy, garden","3"
"Papaver orientale","Poppy, Oriental","3"
"Papaver somniferum","Poppy, common","3"
"Papaver somniferum","Poppy, opium","3"
"Parthenocissus quinquefolia","Virginia creeper","2a, 2b"
"Parthenocissus tricuspidata","Boston ivy","2a, 2b"
"Passiflora caerulea","Passion flower","4"
"Passiflora edulis","Passion fruit","4"
"Passiflora incarnata","Apricot vine","4"
"Passiflora incarnata","Wild passion flower","4"
"Passiflora spp","Passion vine","4"
"Passiflora spp","Passionaria","4"
"Pastinaca sativa","Parsnip (all but root)","1"
"Pastinaca sativa","Wild parsnip (all but root)","1"
"Pedilanthus spp","Christmas candle","1,3"
"Pedilanthus tithymaloides","Devil's backbone","1,3"
"Pedilanthus tithymaloides","Fiddleflower","1,3"
"Pedilanthus tithymaloides","Lady's slipper","1,3"
"Pedilanthus tithymaloides","Redbird cactus or flower","1,3"
"Pedilanthus tithymaloides","Slipper flower or plant","1,3"
"Persea americana","Avocado (leaves, stems, seeds)","4"
"Petroselinum crispum","Parsley","1"
"Philodendron bipennifolium","Fiddleleaf philodendron","2a"
"Philodendron bipennifolium","Panda plant","2a"
"Philodendron gigantium","Philodendron, giant","2a"
"Philodendron hastatum","Elephant's ear philodendron","2a"
"Philodendron pertusum","Mexican breadfruit","2a"
"Philodendron pertusum","Philodendron, split leaf","2a"
"Philodendron pertusum","Split leaf philodendron","2a"
"Philodendron scandens","Ivy, common","2a"
"Philodendron scandens","Ivy, parlor","2a"
"Philodendron scandens","Philodendron, heart leaf","2a"
"Philodendron spp","Philodendron","2a"
"Phoradendron flavescens","Mistletoe, American","3"
"Photinia arbutifolia","Christmas berry (leaves)","4"
"Photinia arbutifolia","Photinia arbutifolia (leaves)","4"
"Photinia arbutifolia","Toyon (leaves)","4"
"Physalis alkekengi","Chinese lantern plant","4"
"Physalis alkekengi","Japanese lantern","4"
"Physalis ixocarpa","Tomatillo (green parts)","4"
"Physalis peruviana","Cherry tomato (green parts)","4"
"Phytolacca acinosa","Indian poke","3"
"Phytolacca americana","Inkberry (pokeweed)","3"
"Phytolacca americana","Nightshade, American","3"
"Phytolacca americana","Pigeon berry","3"
"Phytolacca americana","Poke berry","3"
"Phytolacca americana","Pokeweed","3"
"Phytolacca americana","Red ink","3"
"Phytolacca spp","Pokesalad plant","3"
"Pieris japonica","Lily-of-the-valley bush or shrub","4"
"Pistia stratiotes","Shell flower","2a"
"Pithecellobium saman","Rain tree","3"
"Pithecellobium unguis-cati","Cat's claw","1"
"Podocarpus macrophylla","Podocarpus (do not confuse with Taxus species)","3"
"Podocarpus macrophylla","Yew, Japanese or Chinese (do not confuse with Taxus species)","3"
"Podocarpus macrophylla","Yew, Southern tree (do not confuse with Taxus species)","3"
"Podophyllum peltatum","Lemon, wild","1,4"
"Podophyllum peltatum","Mandrake","1,4"
"Podophyllum peltatum","Mayapple","1,4"
"Podophyllum peltatum","Umbrella leaf","1,4"
"Podophyllum peltatum","Wild lemon","1,4"
"Poinciana gelliesii","Barbados pride","3"
"Poinciana gilliesii","Bird of paradise","3"
"Poinciana gilliesii","Poinciana","3"
"Polianthes tuberose","Tuberose","4"
"Polyscias guilfoyei","Coffee tree","1,3"
"Polyscias guilfoyei","Polyscias","1,3"
"Polyscias guilfoyei","Wild coffee","1,3"
"Poncirus trifoliata","Mock orange","3"
"Primula spp","Primula","1"
"Primula veris","Cowslip","1"
"Primula vulgaris","Primrose","1"
"Prosopis glandulosa","Mesquite","1"
"Prunus armeniaca","Apricot (chewed pits)","4"
"Prunus caroliniana","Mock orange","4"
"Prunus caroliniana","Southern mock orange","4"
"Prunus caroliniana","Wild orange","4"
"Prunus cerasifera 'atropurpurea'","Flowering plum","4"
"Prunus cerasifera 'atropurpurea'","Ornamental flowering plum","4"
"Prunus cerasifera 'atropurpurea'","Purple leaf plum","4"
"Prunus domestica","Plum (chewed seeds)","4"
"Prunus dulcis","Bitter almond","4"
"Prunus emarginata","Cherry, bitter (chewed seeds)","4"
"Prunus laurocerasus","Cherry laurel","4"
"Prunus laurocerasus","English laurel","4"
"Prunus mume","Japanese apricot","4"
"Prunus mume","Japanese flowering apricot","4"
"Prunus persica","Nectarine (chewed pits)","4"
"Prunus persica","Peach (chewed pits)","4"
"Prunus serotina","Cherry, wild (chewed seeds)","4"
"Prunus spp","Cherry (chewed pits)","4"
"Prunus spp","Flowering almond","4"
"Prunus spp","Flowering cherry","4"
"Prunus spp","Japanese flowering cherry","4"
"Prunus spp","Ornamental cherry (chewed seeds)","4"
"Prunus spp","Ornamental plum (chewed seeds)","4"
"Prunus virginiana","Chokecherry (chewed seeds)","4"
"Pteridium aquilinum","Bracken fern","4"
"Pyrus calleryana","Bradford pear","1"
"Pyrus communis","Pear (chewed seeds)","1,4"
"Pyrus floribunda","Crabapple, ornamental (chewed seeds)","4"
"Pyrus floribunda","Ornamental crabapple (chewed seeds)","4"
"Pyrus ioensis","Flowering crabapple (chewed seeds)","4"
"Pyrus ioensis","Wild crabapple (chewed seeds)","4"
"Pyrus spp","Ornamental pear","1"
"Pyrus sylvestris","Apple (chewed seeds)","4"
"Pyrus sylvestris","Crabapple (chewed seeds)","4"
"Pyrus sylvestris","Wild apple (chewed seeds)","4"
"Quercus agrifolia","California live oak","1,3"
"Quercus spp","Acorn","1,3"
"Quercus spp","Oak","1,3"
"Quercus utahensis","Scrub oak","1,3"
"Quercus velutina","Black oak","1,3"
"Quercus virginiana","Live oak","1,3"
"Ranunculus spp","Buttercup","1,3"
"Ranunculus spp","Ranunculus","1,3"
"Raphanus raphanistrum","Wild radish","3"
"Raphanus sativus","Radish, Chinese (leaves)","1"
"Retama raetam","Broom bush","4"
"Rhamnus californica","Coffeeberry","3"
"Rhamnus cathartica","Buckthorn","4"
"Rhamus purshiana","Cascara","4"
"Rheum spp","Pie plant (leaves)","1, 2b, 3"
"Rheum spp","Rhubarb (leaves)","1, 2b, 3"
"Rhododendron genus","Azalea","4"
"Rhododendron genus","Rhododendron","4"
"Rhododendron maximum","Laurel, great","4"
"Rhododendron maximum","Rosebay","4"
"Rhus cotinus","Smoke plant, bush or tree","1"
"Rhus diversiloba","Western poison oak","1"
"Rhus quercifolium","Eastern poison oak","1"
"Rhus spp","Poison ivy","1"
"Rhus spp","Poison vine","1"
"Rhus succedanea","Wax tree","1"
"Rhus verniciflua","Lacquer tree","1"
"Ricinus communis","Castor bean","4"
"Ricinus communis","Mole bean","4"
"Ricinus communis","Palma Christi","4"
"Rivina humilis","Coral berry","3"
"Rivina humilis","Pigeonberry","3"
"Robinia pseudoacacia","Acacia, black","4"
"Robinia pseudoacacia","Acacia, false","4"
"Robinia pseudoacacia","Locust, black or yellow","4"
"Rudbeckia hirta","Black eyed Susan","1"
"Rumex crispus","Curly dock","1,2b"
"Rumex crispus","Spurdock","1,2b"
"Rumex hymenosepalus","Wild rhubarb","2b"
"Rumex spp","Dock","2b"
"Rumex spp","Sorrel","2b"
"Rumex venosus","Sand begonia","2b, 3"
"Rumex venosus","Wild begonia","2b, 3"
"Rumex venosus","Wild hydrangea","2b, 3"
"Samanea saman","Rain tree","3"
"Sambucus caerulea","Sambucus (all but ripe berries)","3"
"Sambucus spp","Elderberry (all but ripe berries)","3"
"Sanguinaria canadensis","Bloodroot","3"
"Sanguinaria canadensis","Red root","3"
"Sapium sebiferum","Chinese tallow tree","1,3"
"Sapium sebiferum","Tallow tree","1,3"
"Sassafras spp","Cinnamonwood","4"
"Sassafras spp","Sassafras","4"
"Sassafras spp","Sassafras tea","4"
"Sassafras spp","Tea tree","4"
"Schinus molle","Pepper tree","1,3"
"Schinus terebinthifolius","Christmas berry tree","1"
"Scilla verna","Sea onion","4"
"Scilla verna","Spring onion","4"
"Scindapsus aureus","Devil's ivy","2a"
"Scindapsus aureus","Golden pothos","2a"
"Scindapsus aureus","Marble queen pothos","2a"
"Scindapsus aureus","Pothos","2a"
"Senecio articulatus","Candle plant","4"
"Senecio aureus","Golden ragwort","4"
"Senecio confusus","Mexican flame vine","1"
"Senecio jacobaea","Ragwort, tansy","4"
"Senecio mikanioides","Ivy, water","4"
"Senecio mikanioides","Parlor ivy","4"
"Senecio petasitis","Geranium, California","4"
"Senecio petasitis","Geranium, velvet","4"
"Senecio spp","Dusty miller","4"
"Senecio spp","Rosary beads (not to be confused with Rosary vine)","4"
"Senecio spp","Rosary pearls","4"
"Senecio spp","String of beads","4"
"Senecio spp","String of pearls","4"
"Sesbania punicea","False poinciana","4"
"Sesbania punicea","Rattlebox","4"
"Sesbania vesicaria","Coffee bean","4"
"Solandra grandiflora","Silvercup","4"
"Solandra longiflora","Chalice vine","4"
"Solandra spp","Solandra","4"
"Solandra spp","Trumpet flower or Trumpet plant","4"
"Solanum aculeatissimum","Fishtail palm","4"
"Solanum capsicastrum","Christmas orange","4"
"Solanum capsicastrum","False Jerusalem cherry","4"
"Solanum carolinense","Wild tomato","4"
"Solanum dulcamara","Devil's apple","4"
"Solanum dulcamara","Nightshade, blue","4"
"Solanum dulcamara","Nightshade, climbing","4"
"Solanum dulcamara","Nightshade, deadly","4"
"Solanum dulcamara","Nightshade, poisonous","4"
"Solanum dulcamara","Nightshade, woody","4"
"Solanum eleagnifolium","Devils tomato","4"
"Solanum eleagnifolium","Tomato, devil's","4"
"Solanum jasminoides","Potato vine","4"
"Solanum nigrum","Nightshade, black","4"
"Solanum nigrum","Nightshade, common","4"
"Solanum nigrum","Poison berry","4"
"Solanum pseudocapsicum","Jerusalem cherry","3"
"Solanum pseudocapsicum","Ornamental pepper","3"
"Solanum seaforthianum","Star potato vine","3"
"Solanum spp","Deadly nightshade","4"
"Solanum tuberosum","Potato (all green parts)","4"
"Sophora japonica","Japanese pagoda tree","4"
"Sophora japonica","Weeping pagoda tree","4"
"Sophora secundiflora","Mescal bean","4"
"Spartium junceum","Spanish broom","3"
"Spartium junceum","Weaver's broom","3"
"Spartium scoparium","Irish tops","4"
"Spartium scoparium","Scotch broom","4"
"Spathiphyllum spp","Mauna loa","2a"
"Spathiphyllum spp","Peace lily","2a"
"Spathiphyllum spp","Snowflower","2a"
"Spathiphyllum spp","Spathe flower","2a"
"Spathiphyllum spp","Spathiphyllum","2a"
"Spigelia marilandica","Carolina pink","4"
"Spigelia marilandica","Indian pink","4"
"Spigelia marilandica","Pinkroot","4"
"Stillingia spp","Queen's delight","1"
"Stillingia sylvatica","Queen's root","1"
"Streptosolen jamesonii","Marmalade bush","4"
"Strychnos nux-vomica","Poison nut","4"
"Symphoricarpos spp","Indian currant","3"
"Symphoricarpos spp","Snowberry","3"
"Symphoricarpos spp","Wax berry","3"
"Symphoricarpus spp","Coral berry","3"
"Symphytum officinale","Comfrey","4"
"Symphytum officinale","Slippery root","4"
"Symplocarpus foetidus","Polecat weed","2a"
"Symplocarpus foetidus","Skunk cabbage","2a"
"Symplocarpus foetidus","Skunkweed","2a"
"Syngonium podophyllum","Arrowhead vine","2a"
"Syngonium podophyllum","Nephthytis","2a"
"Tabebuia spp","Trumpet tree","1,3"
"Tagetes erecta","Marigold, big","1"
"Tanacetum vulgare","Golden buttons","1,3"
"Tanacetum vulgare","Tansy","1,3"
"Taxus baccata","English yew","4"
"Taxus baccata","Yew","4"
"Taxus sieboldii","Taxus","4"
"Thevetia peruviana","Be still tree","4"
"Thevetia peruviana","Lucky seed","4"
"Thevetia peruviana","Oleander, yellow","4"
"Thevetia peruviana","Yellow oleander","4"
"Toxicodendron diversilobum","Western poison oak","1"
"Toxicodendron quercifolium","Eastern poison oak","1"
"Toxicodendron radicans","Poison vine","1"
"Toxicodendron radicans","Poison ivy","1"
"Toxicodendron spp","Poison creeper","1"
"Toxicodendron spp","Poison oak","1"
"Toxicodendron vernicifluum","Lacquer tree","1"
"Toxicodendron vernix","Poison dogwood","1"
"Toxicodendron vernix","Poison elder","1"
"Toxicodendron vernix","Poison sumac","1"
"Tulipa spp","Tulip","1,3"
"Ulmus fulva","Slippery elm","1"
"Urechites spp","Allamanda, wild","4"
"Urechites spp","Nighshade, yellow","4"
"Urginea maritima","Red squill","4"
"Urginea maritima","Sea onion","4"
"Urginea maritima","Squill","4"
"Urtica spp","Nettle, stinging","1"
"Valeriana officinales","Valerian","4"
"Veratrum spp","Corn lily","4"
"Veratrum spp","Skunk cabbage","4"
"Veratrum spp","Veratrum","4"
"Veratrum viride","Green hellebore","4"
"Veratrum viride","Hellebore","4"
"Veratrum viride","Indian poke","4"
"Verbena spp","Verbena","1"
"Vinca major","Blue buttons","4"
"Vinca major","Vinca major","4"
"Vinca minor","Myrtle","4"
"Vinca minor","Vinca minor","4"
"Vinca rosea","Periwinkle","4"
"Vinca rosea","Vinca rosea","4"
"Viola cornuta","Johnny jump up (seeds only)","3"
"Viola odorata","Viola (seeds only)","3"
"Viola odorata","Violet (seeds only)","3"
"Viola tricolor","Pansy (seeds only)","3"
"Viscum album","Mistletoe, European","3"
"Wisteria fructescens","Wisteria","3"
"Xanthium spp","Cocklebur","1,3"
"Zamia spp","Cycads","4"
"Zamia spp","Cycas","4"
"Zamia spp","Sago cycas","4"
"Zamia spp","Zamia","4"
"Zantedeschia aethiopica","Lily, arum","2a"
"Zantedeschia aethiopica","Lily, pig","2a"
"Zantedeschia aethiopica","Lily, trumpet","2q"
"Zantedeschia aethiopica","Trumpet lily","2a"
"Zantedeschia spp","Calla lily","2a"
"Zephyranthes atamasco","Atamasco lily","1,3"
"Zephyranthes atamasco","Rain lily","1,3"
"Zephyranthes atamasco","Zephyr lily","1,3"
"Zigadenus elegans","Camus, white","4"
"Zigadenus nuttallii","Poison camus","4"
"Zigadenus or Zygadenus spp","Death camus","4"
"Zigadenus or Zygadenus venenosus","Snakeroot, black","4"
